NAME,B25064_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B25070_001E,B25070_011E,B25002_003E,B25002_001E,B08013_001E,B08012_001E,B17001_002E,B17001_001E,B23025_002E,B23025_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"Miami-Miami Beach-Kendall, FL Metro Division; Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1098,32281,26489,42041,130401,375409,25580,161055,994596,32334605,1101363,524382,2557255,1318129,2116291,33100,33124,division,33124,33100,2014
"West Palm Beach-Boca Raton-Delray Beach, FL Metro Division; Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1158,12958,11329,16268,48740,157968,10202,138735,668464,13771520,557156,195174,1340577,675048,1120841,33100,48424,division,48424,33100,2014
"Dutchess County-Putnam County, NY Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area",1140,2660,2348,3177,11381,38565,2558,16099,157161,5950160,178844,30277,379545,212920,323893,35620,20524,division,20524,35620,2014
"Nassau County-Suffolk County, NY Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area",1536,16283,12657,17808,57048,190241,12464,99051,1037743,42740300,1311212,184047,2801948,1494024,2284083,35620,35004,division,35004,35620,2014
"Newark, NJ-PA Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area",1169,26648,21082,28343,85845,316505,15222,97533,979065,36174215,1125377,250312,2446492,1340737,1970769,35620,35084,division,35084,35620,2014
"New York-Jersey City-White Plains, NY-NJ Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area",1243,249335,170959,243585,807859,2865461,146131,516892,5660609,224386950,6178579,2316520,13886275,7292007,11356185,35620,35614,division,35614,35620,2014
"Camden, NJ Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1069,9989,7545,10850,34082,118554,6822,37052,493344,16259835,571392,114088,1228786,672781,996279,37980,15804,division,15804,37980,2014
"Montgomery County-Bucks County-Chester County, PA Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1151,15449,10852,15506,44151,182834,10134,41636,766854,25828790,924600,121900,1900721,1069544,1553898,37980,33874,division,33874,37980,2014
"Philadelphia, PA Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",927,25319,19445,29149,101373,334955,27848,107204,892072,26116905,843321,458087,2043324,1026730,1688523,37980,37964,division,37964,37980,2014
"Wilmington, DE-MD-NJ Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1023,6577,5363,6827,18982,78730,4771,25208,287869,8318985,321623,78885,693584,374554,569250,37980,48864,division,48864,37980,2014
"Oakland-Hayward-Berkeley, CA Metro Division; San Francisco-Oakland-Hayward, CA Metro Area",1348,36196,26446,34763,103697,393119,17473,58603,990520,35203270,1119101,311362,2603141,1385897,2107347,41860,36084,division,36084,41860,2014
"San Francisco-Redwood City-South San Francisco, CA Metro Division; San Francisco-Oakland-Hayward, CA Metro Area",1585,26804,20593,27051,72038,326504,14788,45190,652705,22345995,776897,164000,1549286,915634,1324842,41860,41884,division,41884,41860,2014
"San Rafael, CA Metro Division; San Francisco-Oakland-Hayward, CA Metro Area",1659,3300,2942,3531,10847,38544,1685,8635,111669,3260080,110767,21917,249612,136347,209617,41860,42034,division,42034,41860,2014
"Seattle-Bellevue-Everett, WA Metro Division; Seattle-Tacoma-Bellevue, WA Metro Area",1154,38846,29071,38203,94373,434962,20341,75160,1155403,36604370,1304719,308307,2704981,1531396,2212370,42660,42644,division,42644,42660,2014
"Tacoma-Lakewood, WA Metro Division; Seattle-Tacoma-Bellevue, WA Metro Area",1021,10798,8426,11833,27812,117065,5547,27560,328924,10190270,350898,99743,794608,415761,637012,42660,45104,division,45104,42660,2014
"Silver Spring-Frederick-Rockville, MD Metro Division; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",1551,14367,10136,13283,32595,143344,6629,22197,472064,21131170,612114,83098,1231433,708835,981692,47900,43524,division,23224,47900,2014
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Division; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",1463,58095,42936,53425,133150,624129,28433,131807,1794491,78932355,2308135,400051,4527541,2651090,3654187,47900,47894,division,47894,47900,2014
